ebird_code,date,duration,filename,species,number_of_notes,secondary_labels,latitude,sampling_rate,type,elevation,bitrate_of_mp3,background,country,primary_label,longitude,time
semplo,2003-11-00,7,XC257555.mp3,Semipalmated Plover,Not specified,[],-2.247,44100 (Hz),flight calls,10 m,128000 (bps),,Ecuador,Charadrius semipalmatus_Semipalmated Plover,-80.941,?
semplo,2012-04-21,1,XC328862.mp3,Semipalmated Plover,Not specified,[],-16.2825,48000 (Hz),call,10 m,192000 (bps),,Brazil,Charadrius semipalmatus_Semipalmated Plover,-39.0236,11:30
semplo,2016-09-04,9,XC338293.mp3,Semipalmated Plover,Not specified,[],48.6238,44100 (Hz),flight call,0 m,128000 (bps),,Canada,Charadrius semipalmatus_Semipalmated Plover,-69.0888,08:34
semplo,2017-01-24,10,XC372695.mp3,Semipalmated Plover,Not specified,[],9.8799,44100 (Hz),flight call,10 m,192000 (bps),,Costa Rica,Charadrius semipalmatus_Semipalmated Plover,-85.5309,10:30
semplo,2017-06-11,11,XC406389.mp3,Semipalmated Plover,Not specified,[],71.2973,48000 (Hz),call,0 m,320000 (bps),,United States,Charadrius semipalmatus_Semipalmated Plover,-156.7737,17:18
semsan,2013-08-17,17,XC145891.mp3,Semipalmated Sandpiper,Not specified,[],28.6812,48000 (Hz),call,0 m,128000 (bps),,United States,Calidris pusilla_Semipalmated Sandpiper,-80.6943,10:58
semsan,2015-07-28,15,XC264214.mp3,Semipalmated Sandpiper,4-6,"['Geothlypis poliocephala_Gray-crowned Yellowthroat', 'Calidris minutilla_Least Sandpiper']",18.0024,44100 (Hz),flight call,40 m,128000 (bps),Grey-crowned Yellowthroat (Geothlypis poliocephala); Least Sandpiper (Calidris minutilla),Mexico,Calidris pusilla_Semipalmated Sandpiper,-94.5653,07:00
semsan,2016-05-15,6,XC317018.mp3,Semipalmated Sandpiper,Not specified,[],29.7278,48000 (Hz),call,0 m,128246 (bps),,United States,Calidris pusilla_Semipalmated Sandpiper,-93.8523,09:30
semsan,2016-09-24,5,XC336343.mp3,Semipalmated Sandpiper,Not specified,[],13.2558,48000 (Hz),"Calls mad ein group of 5 or 6, call",0 m,320000 (bps),,El Salvador,Calidris pusilla_Semipalmated Sandpiper,-88.4607,09:00
semsan,2017-06-05,117,XC406232.mp3,Semipalmated Sandpiper,Not specified,[],64.4669,48000 (Hz),song,0 m,320000 (bps),,United States,Calidris pusilla_Semipalmated Sandpiper,-164.7537,16:37
semsan,2017-06-14,51,XC406419.mp3,Semipalmated Sandpiper,Not specified,[],71.2973,48000 (Hz),song,0 m,320000 (bps),,United States,Calidris pusilla_Semipalmated Sandpiper,-156.7737,08:53
semsan,2018-05-25,49,XC420218.mp3,Semipalmated Sandpiper,Not specified,['Phalaropus lobatus_Red-necked Phalarope'],64.5464,44100 (Hz),song,0 m,90960 (bps),Red-necked Phalarope (Phalaropus lobatus),United States,Calidris pusilla_Semipalmated Sandpiper,-164.4366,12:30
semsan,2018-05-10,22,XC460714.mp3,Semipalmated Sandpiper,Not specified,"['Calidris minutilla_Least Sandpiper', 'Calidris fuscicollis_White-rumped Sandpiper', 'Pluvialis squatarola_Black-bellied Plover']",28.6417,48000 (Hz),call,0 m,128000 (bps),Least Sandpiper (Calidris minutilla); White-rumped Sandpiper (Calidris fuscicollis); Grey Plover (Pluvialis squatarola),United States,Calidris pusilla_Semipalmated Sandpiper,-80.7778,07:46
semsan,2019-08-06,37,XC490814.mp3,Semipalmated Sandpiper,Not specified,"['Ardea herodias_Great Blue Heron', 'Melospiza melodia_Song Sparrow', 'Cistothorus palustris_Marsh Wren']",40.6052,48000 (Hz),call,0 m,213131 (bps),Great Blue Heron (Ardea herodias); Song Sparrow (Melospiza melodia); Marsh Wren (Cistothorus palustris),United States,Calidris pusilla_Semipalmated Sandpiper,-74.2495,07:00
sheowl,2013-01-15,1,XC142830.mp3,Short-eared Owl,Not specified,[],49.0612,48000 (Hz),call,0 m,128000 (bps),,Canada,Asio flammeus_Short-eared Owl,-123.0133,12:30
sheowl,2014-04-10,24,XC174880.mp3,Short-eared Owl,1-3,"['Xanthocephalus xanthocephalus_Yellow-headed Blackbird', 'Sturnella neglecta_Western Meadowlark']",41.787,44100 (Hz),call,1300 m,128000 (bps),Yellow-headed Blackbird (Xanthocephalus xanthocephalus); Western Meadowlark (Sturnella neglecta); Boreal Chorus Frog (Pseudacris maculata),United States,Asio flammeus_Short-eared Owl,-111.924,20:12
sheowl,2015-05-24,52,XC246311.mp3,Short-eared Owl,Not specified,[],53.2959,44100 (Hz),"call, flight call, male, song",100 m,128000 (bps),,Poland,Asio flammeus_Short-eared Owl,22.6056,21:30
sheowl,2015-06-29,104,XC266949.mp3,Short-eared Owl,Not specified,['Acrocephalus paludicola_Aquatic Warbler'],53.2854,44100 (Hz),"alarm call, female",100 m,128000 (bps),Aquatic Warbler (Acrocephalus paludicola),Poland,Asio flammeus_Short-eared Owl,22.5764,19:00
sheowl,2008-03-23,47,XC27372.mp3,Short-eared Owl,1-3,[],19.7298,44100 (Hz),call,1900 m,128000 (bps),,United States,Asio flammeus_Short-eared Owl,-155.4042,15:50
sheowl,2016-05-28,6,XC318984.mp3,Short-eared Owl,Not specified,[],52.0839,44100 (Hz),"alarm call, bill snapping, hissing, wing beats",20 m,144760 (bps),,Netherlands,Asio flammeus_Short-eared Owl,4.2489,15:00
sheowl,2011-05-05,36,XC343174.mp3,Short-eared Owl,Not specified,[],62.3597,44100 (Hz),"male, song",110 m,128000 (bps),,Finland,Asio flammeus_Short-eared Owl,25.7261,07:00
sheowl,2018-07-07,140,XC431869.mp3,Short-eared Owl,Not specified,[],64.9775,24000 (Hz),call,1000 m,160000 (bps),,Canada,Asio flammeus_Short-eared Owl,-139.0697,01:00
sheowl,2016-03-02,7,XC450493.mp3,Short-eared Owl,1-3,[],41.6172,44100 (Hz),flight call,1500 m,320000 (bps),,United States,Asio flammeus_Short-eared Owl,-112.5507,18:10
shshaw,2013-09-07,28,XC146994.mp3,Sharp-shinned Hawk,Not specified,[],40.1175,44100 (Hz),"chip call, juvenile",40 m,128000 (bps),,United States,Accipiter striatus_Sharp-shinned Hawk,-75.0627,07:30
shshaw,2015-09-12,24,XC278831.mp3,Sharp-shinned Hawk,Not specified,['Cyanocitta cristata_Blue Jay'],42.3512,44100 (Hz),"alarm call, call",130 m,128000 (bps),Blue Jay (Cyanocitta cristata),United States,Accipiter striatus_Sharp-shinned Hawk,-71.4553,06:30
shshaw,2015-10-19,7,XC285548.mp3,Sharp-shinned Hawk,Not specified,['Cyanocitta cristata_Blue Jay'],40.0626,44100 (Hz),"call, juvenile",60 m,128000 (bps),Blue Jay (Cyanocitta cristata),United States,Accipiter striatus_Sharp-shinned Hawk,-75.1254,07:30
shshaw,2015-10-19,7,XC285549.mp3,Sharp-shinned Hawk,Not specified,['Cyanocitta cristata_Blue Jay'],40.0626,44100 (Hz),"call, juvenile",60 m,128000 (bps),Blue Jay (Cyanocitta cristata),United States,Accipiter striatus_Sharp-shinned Hawk,-75.1254,07:30
shshaw,2015-10-19,37,XC285551.mp3,Sharp-shinned Hawk,Not specified,"['Cyanocitta cristata_Blue Jay', 'Spinus pinus_Pine Siskin']",40.0626,44100 (Hz),"call, juvenile",60 m,128000 (bps),Blue Jay (Cyanocitta cristata); Pine Siskin (Spinus pinus),United States,Accipiter striatus_Sharp-shinned Hawk,-75.1254,07:30
shshaw,2017-05-04,53,XC371793.mp3,Sharp-shinned Hawk,7-20,[],39.5983,32000 (Hz),"call, female",2400 m,80000 (bps),,United States,Accipiter striatus_Sharp-shinned Hawk,-105.3343,08:30
shshaw,2016-10-07,8,XC444203.mp3,Sharp-shinned Hawk,Not specified,[],37.9298,48000 (Hz),call,80 m,128000 (bps),,United States,Accipiter striatus_Sharp-shinned Hawk,-122.737,08:07
shshaw,2018-09-29,14,XC445080.mp3,Sharp-shinned Hawk,Not specified,[],45.5009,44100 (Hz),call,180 m,128230 (bps),,Canada,Accipiter striatus_Sharp-shinned Hawk,-73.5892,18:00
shshaw,2019-09-18,3,XC497793.mp3,Sharp-shinned Hawk,Not specified,[],40.5874,48000 (Hz),call,0 m,191169 (bps),,United States,Accipiter striatus_Sharp-shinned Hawk,-74.2621,07:30
snobun,0000-00-00,57,XC121333.mp3,Snow Bunting,Not specified,[],44.5897,48000 (Hz),call,40 m,128000 (bps),,France,Plectrophenax nivalis_Snow Bunting,-1.2133,15:00
snobun,2013-03-17,60,XC125449.mp3,Snow Bunting,Not specified,[],52.0813,48000 (Hz),"female, flight call, male",80 m,128000 (bps),,Poland,Plectrophenax nivalis_Snow Bunting,21.1706,14:00
snobun,2007-02-02,10,XC16884.mp3,Snow Bunting,4-6,['Eremophila alpestris_Horned Lark'],42.25059,44100 (Hz),Flock calls,260 m,107449 (bps),Horned Lark (Eremophila alpestris),United States,Plectrophenax nivalis_Snow Bunting,-83.84994,?
snobun,2014-06-28,34,XC203458.mp3,Snow Bunting,Not specified,[],71.251,48000 (Hz),song,10 m,320000 (bps),,United States,Plectrophenax nivalis_Snow Bunting,-156.7719,15:00
snobun,2014-10-27,14,XC211062.mp3,Snow Bunting,Not specified,[],47.9834,48000 (Hz),flight call,550 m,128000 (bps),,United States,Plectrophenax nivalis_Snow Bunting,-90.3694,09:42
snobun,2016-01-19,0,XC299835.mp3,Snow Bunting,Not specified,[],34.9242,48000 (Hz),call,0 m,128000 (bps),,Japan,Plectrophenax nivalis_Snow Bunting,136.6457,11:00
snobun,2016-01-30,0,XC301861.mp3,Snow Bunting,Not specified,[],34.9242,48000 (Hz),call,0 m,128000 (bps),,Japan,Plectrophenax nivalis_Snow Bunting,136.6457,10:30
snobun,2015-03-19,6,XC350487.mp3,Snow Bunting,Not specified,[],62.3197,44100 (Hz),call,90 m,128000 (bps),,Finland,Plectrophenax nivalis_Snow Bunting,25.9833,07:00
snobun,2015-12-25,13,XC354997.mp3,Snow Bunting,Not specified,['Eremophila alpestris_Horned Lark'],48.784,44100 (Hz),"call, flight call",1200 m,320601 (bps),Horned Lark (Eremophila alpestris),United States,Plectrophenax nivalis_Snow Bunting,-112.0507,14:51
snogoo,2012-12-28,21,XC116051.mp3,Snow Goose,1-3,[],39.2518,44100 (Hz),flight call,? m,128000 (bps),,United States,Anser caerulescens_Snow Goose,-75.4527,16:00
snogoo,2013-03-12,18,XC143616.mp3,Snow Goose,Not specified,[],33.0881,48000 (Hz),flight call,-70 m,128000 (bps),,United States,Anser caerulescens_Snow Goose,-115.7097,15:30
snogoo,2014-02-15,20,XC167610.mp3,Snow Goose,Not specified,[],34.8054,48000 (Hz),call,700 m,128000 (bps),,United States,Anser caerulescens_Snow Goose,-118.2201,09:34
snogoo,2015-02-15,25,XC450845.mp3,Snow Goose,Not specified,['Bubo virginianus_Great Horned Owl'],39.3212,48000 (Hz),flight call,20 m,128000 (bps),Great Horned Owl (Bubo virginianus),United States,Anser caerulescens_Snow Goose,-121.8164,11:28
snogoo,2018-01-30,81,XC452069.mp3,Snow Goose,Not specified,[],33.0881,48000 (Hz),call,-70 m,128000 (bps),,United States,Anser caerulescens_Snow Goose,-115.7097,10:08
snogoo,2017-12-31,9,XC452576.mp3,Snow Goose,Not specified,[],33.0881,48000 (Hz),flight call,-70 m,128000 (bps),,United States,Anser caerulescens_Snow Goose,-115.7097,09:04
snogoo,2016-12-17,16,XC455505.mp3,Snow Goose,Not specified,[],29.951,48000 (Hz),flight call,0 m,128000 (bps),,United States,Anser caerulescens_Snow Goose,-93.079,12:11
snogoo,2016-12-17,90,XC455506.mp3,Snow Goose,Not specified,[],29.951,48000 (Hz),flight call,0 m,128000 (bps),,United States,Anser caerulescens_Snow Goose,-93.079,12:03
snogoo,2019-01-01,11,XC481272.mp3,Snow Goose,Not specified,[],45.7575,44100 (Hz),call,10 m,192000 (bps),,United States,Anser caerulescens_Snow Goose,-122.778,15:23
solsan,2010-11-08,62,XC212440.mp3,Solitary Sandpiper,Not specified,"['Actitis macularius_Spotted Sandpiper', 'Certhiaxis cinnamomeus_Yellow-chinned Spinetail']",-21.854,44100 (Hz),call,600 m,128000 (bps),Spotted Sandpiper (Actitis macularius); Yellow-chinned Spinetail (Certhiaxis cinnamomeus),Brazil,Tringa solitaria_Solitary Sandpiper,-47.4925,16:30
solsan,2015-08-09,16,XC266987.mp3,Solitary Sandpiper,Not specified,[],40.1362,44100 (Hz),alarm call,50 m,128000 (bps),,United States,Tringa solitaria_Solitary Sandpiper,-75.2178,07:00
solsan,2016-01-20,7,XC301122.mp3,Solitary Sandpiper,Not specified,[],5.6525,48000 (Hz),call,2500 m,321053 (bps),,Colombia,Tringa solitaria_Solitary Sandpiper,-73.7821,06:30
solsan,2016-04-09,4,XC311847.mp3,Solitary Sandpiper,1-3,[],36.9541,44100 (Hz),"call, flight call",20 m,240922 (bps),,United States,Tringa solitaria_Solitary Sandpiper,-121.7487,01:30
solsan,2017-09-06,14,XC385968.mp3,Solitary Sandpiper,Not specified,['Zonotrichia capensis_Rufous-collared Sparrow'],14.3743,44100 (Hz),alarm call,1900 m,128000 (bps),Rufous-collared Sparrow (Zonotrichia capensis),Honduras,Tringa solitaria_Solitary Sandpiper,-88.2137,09:00
solsan,2017-10-12,44,XC389442.mp3,Solitary Sandpiper,Not specified,"['Thraupis palmarum_Palm Tanager', 'Euphonia chlorotica_Purple-throated Euphonia']",-9.9491,44100 (Hz),call,160 m,91232 (bps),Palm Tanager (Thraupis palmarum); Purple-throated Euphonia (Euphonia chlorotica),Brazil,Tringa solitaria_Solitary Sandpiper,-67.8809,09:16
solsan,2015-10-08,35,XC421341.mp3,Solitary Sandpiper,Not specified,[],-24.2783,44100 (Hz),call,850 m,192000 (bps),,Brazil,Tringa solitaria_Solitary Sandpiper,-50.5306,07:00
solsan,2018-06-16,26,XC421812.mp3,Solitary Sandpiper,1-3,['Geothlypis trichas_Common Yellowthroat'],56.386,48000 (Hz),alarm call,750 m,115751 (bps),Common Yellowthroat (Geothlypis trichas),Canada,Tringa solitaria_Solitary Sandpiper,-120.0465,15:30
solsan,2018-11-15,18,XC443440.mp3,Solitary Sandpiper,1-3,"['Brotogeris chiriri_Yellow-chevroned Parakeet', 'Furnarius rufus_Rufous Hornero']",-14.625,44100 (Hz),song,500 m,192000 (bps),Yellow-chevroned Parakeet (Brotogeris chiriri); Rufous Hornero (Furnarius rufus),Brazil,Tringa solitaria_Solitary Sandpiper,-49.0051,7:23
sonspa,2013-06-16,48,XC149420.mp3,Song Sparrow,Not specified,[],57.6245,48000 (Hz),"call, song",10 m,320000 (bps),,United States,Melospiza melodia_Song Sparrow,-152.1959,09:30
sonspa,2013-07-27,117,XC155237.mp3,Song Sparrow,Not specified,[],40.1175,44100 (Hz),alarm call,40 m,128000 (bps),,United States,Melospiza melodia_Song Sparrow,-75.0627,08:00
sonspa,2014-05-17,10,XC179640.mp3,Song Sparrow,Not specified,[],45.0287,44100 (Hz),song,90 m,128000 (bps),,Canada,Melospiza melodia_Song Sparrow,-72.9243,17:12
sonspa,2014-06-23,39,XC183355.mp3,Song Sparrow,7-20,[],33.5488,44100 (Hz),song,400 m,256000 (bps),,United States,Melospiza melodia_Song Sparrow,-111.6441,18:04
sonspa,2017-06-15,65,XC375662.mp3,Song Sparrow,Not specified,[],37.6904,48000 (Hz),song,300 m,103563 (bps),,United States,Melospiza melodia_Song Sparrow,-84.2755,20:30
sonspa,2016-08-19,33,XC376028.mp3,Song Sparrow,Not specified,[],31.549,44100 (Hz),song,1200 m,192000 (bps),,United States,Melospiza melodia_Song Sparrow,-110.137,06:00
sonspa,2015-06-12,40,XC384033.mp3,Song Sparrow,Not specified,[],42.6806,44100 (Hz),song,220 m,192000 (bps),,United States,Melospiza melodia_Song Sparrow,-83.1061,?
sonspa,2018-05-11,4,XC418339.mp3,Song Sparrow,>20,[],44.0185,48000 (Hz),song,180 m,320000 (bps),,United States,Melospiza melodia_Song Sparrow,-83.756,11:00
sonspa,2018-06-17,39,XC420846.mp3,Song Sparrow,Not specified,[],42.4995,44100 (Hz),song,550 m,192000 (bps),,United States,Melospiza melodia_Song Sparrow,-76.7949,12:30
sora,2012-09-01,5,XC111153.mp3,Sora,1-3,[],44.8298,44100 (Hz),alarm call,220 m,128000 (bps),,United States,Porzana carolina_Sora,-93.2462,06:41
sora,2014-05-05,4,XC177334.mp3,Sora,1-3,[],39.9976,44100 (Hz),song,1600 m,320000 (bps),,United States,Porzana carolina_Sora,-105.1179,09:36
sora,2014-10-26,5,XC201418.mp3,Sora,1-3,[],35.0307,48000 (Hz),call,0 m,320000 (bps),,United States,Porzana carolina_Sora,-120.6205,8:55
sora,2010-05-20,6,XC233160.mp3,Sora,Not specified,['Anas platyrhynchos_Mallard'],45.0067,44100 (Hz),"duet, female, male",190 m,160000 (bps),Mallard (Anas platyrhynchos),Canada,Porzana carolina_Sora,-81.3299,?
sora,2015-09-06,22,XC278033.mp3,Sora,Not specified,[],40.1175,44100 (Hz),call,40 m,128000 (bps),,United States,Porzana carolina_Sora,-75.0627,07:00
sora,2016-06-11,17,XC325929.mp3,Sora,Not specified,[],50.9619,44100 (Hz),call,440 m,192000 (bps),,Canada,Porzana carolina_Sora,-118.1997,08:30
sora,2017-06-10,8,XC384475.mp3,Sora,Not specified,[],46.154,44100 (Hz),song,10 m,128000 (bps),,Canada,Porzana carolina_Sora,-72.7455,06:03
sora,2017-07-16,6,XC394730.mp3,Sora,Not specified,[],40.4832,48000 (Hz),whinny call,1500 m,192000 (bps),,United States,Porzana carolina_Sora,-104.9947,21:10
sora,2017-06-05,73,XC443831.mp3,Sora,Not specified,"['Xanthocephalus xanthocephalus_Yellow-headed Blackbird', 'Agelaius phoeniceus_Red-winged Blackbird']",39.763,44100 (Hz),"call, splashing sounds as (I THINK) two birds chase each other",1500 m,256000 (bps),Yellow-headed Blackbird (Xanthocephalus xanthocephalus); Red-winged Blackbird (Agelaius phoeniceus),United States,Porzana carolina_Sora,-120.3409,09:20
sposan,2013-06-25,31,XC153616.mp3,Spotted Sandpiper,7-20,"['Leiothlypis celata_Orange-crowned Warbler', 'Zonotrichia albicollis_White-throated Sparrow', 'Empidonax alnorum_Alder Flycatcher', 'Tachycineta bicolor_Tree Swallow', 'Agelaius phoeniceus_Red-winged Blackbird']",56.7264,44100 (Hz),call,260 m,128000 (bps),Orange-crowned Warbler (Leiothlypis celata); American Yellow Warbler (Setophaga aestiva); White-throated Sparrow (Zonotrichia albicollis); Alder Flycatcher (Empidonax alnorum); Tree Swallow (Tachycineta bicolor); Red-winged Blackbird (Agelaius phoeniceus),Canada,Actitis macularius_Spotted Sandpiper,-111.3803,04:00
sposan,2015-07-04,11,XC255373.mp3,Spotted Sandpiper,Not specified,[],40.2984,48000 (Hz),alarm call,0 m,128000 (bps),,United States,Actitis macularius_Spotted Sandpiper,-124.3537,10:01
sposan,2008-07-09,6,XC31323.mp3,Spotted Sandpiper,1-3,"['Spizella passerina_Chipping Sparrow', 'Melospiza melodia_Song Sparrow', 'Corvus brachyrhynchos_American Crow']",42.8314,48000 (Hz),Alarm cal when taking flight,250 m,108982 (bps),Chipping Sparrow (Spizella passerina); Song Sparrow (Melospiza melodia); American Crow (Corvus brachyrhynchos),United States,Actitis macularius_Spotted Sandpiper,-82.8598,?
sposan,2016-06-27,49,XC333584.mp3,Spotted Sandpiper,Not specified,[],38.4422,48000 (Hz),"alarm call, call",1700 m,96000 (bps),,United States,Actitis macularius_Spotted Sandpiper,-119.0056,08:00
sposan,2018-05-02,3,XC413804.mp3,Spotted Sandpiper,1-3,[],39.4733,44100 (Hz),flight call,120 m,128000 (bps),,United States,Actitis macularius_Spotted Sandpiper,-77.4345,21:00
sposan,2018-12-28,4,XC448472.mp3,Spotted Sandpiper,4-6,[],-14.625,44100 (Hz),"flight call, song",500 m,93115 (bps),,Brazil,Actitis macularius_Spotted Sandpiper,-49.0051,17:43
sposan,2017-12-17,9,XC452792.mp3,Spotted Sandpiper,Not specified,[],26.1253,48000 (Hz),flight call,20 m,128000 (bps),,United States,Actitis macularius_Spotted Sandpiper,-97.9532,11:06
sposan,2016-06-09,2,XC455418.mp3,Spotted Sandpiper,1-3,[],46.8989,44100 (Hz),"call, song",300 m,201664 (bps),,United States,Actitis macularius_Spotted Sandpiper,-119.2661,18:00
sposan,2011-03-13,8,XC75007.mp3,Spotted Sandpiper,Not specified,[],3.3501,44100 (Hz),song,170 m,128000 (bps),,Suriname,Actitis macularius_Spotted Sandpiper,-55.4401,14:30
spotow,2000-05-20,14,XC126631.mp3,Spotted Towhee,7-20,[],36.1916,44100 (Hz),song,2500 m,96000 (bps),,United States,Pipilo maculatus_Spotted Towhee,-117.0854,?
spotow,1995-05-27,32,XC126663.mp3,Spotted Towhee,>20,"['Pheucticus melanocephalus_Black-headed Grosbeak', 'Regulus calendula_Ruby-crowned Kinglet']",35.5315,44100 (Hz),song,2000 m,96000 (bps),Black-headed Grosbeak (Pheucticus melanocephalus); Ruby-crowned Kinglet (Regulus calendula),United States,Pipilo maculatus_Spotted Towhee,-115.5875,?
spotow,2000-06-16,36,XC126679.mp3,Spotted Towhee,7-20,[],36.2176,44100 (Hz),song,1400 m,96000 (bps),,United States,Pipilo maculatus_Spotted Towhee,-118.04,19:00
spotow,2000-05-21,58,XC126691.mp3,Spotted Towhee,7-20,[],36.548,44100 (Hz),song,2000 m,96000 (bps),,United States,Pipilo maculatus_Spotted Towhee,-117.4878,09:00
spotow,2015-03-08,73,XC219343.mp3,Spotted Towhee,Not specified,[],35.4751,48000 (Hz),call,40 m,320000 (bps),,United States,Pipilo maculatus_Spotted Towhee,-121.0029,16:11
spotow,2015-06-23,47,XC254464.mp3,Spotted Towhee,Not specified,[],43.6571,48000 (Hz),song,1300 m,174789 (bps),,United States,Pipilo maculatus_Spotted Towhee,-103.4143,07:36
spotow,2016-05-31,77,XC320564.mp3,Spotted Towhee,4-6,[],37.6491,44100 (Hz),song,2400 m,275542 (bps),,United States,Pipilo maculatus_Spotted Towhee,-105.5924,04:55
spotow,2017-06-18,28,XC376226.mp3,Spotted Towhee,7-20,[],39.9278,44100 (Hz),song,1800 m,128118 (bps),,United States,Pipilo maculatus_Spotted Towhee,-105.2733,05:07
spotow,2017-06-18,60,XC376227.mp3,Spotted Towhee,7-20,[],39.9278,44100 (Hz),song,1800 m,128056 (bps),,United States,Pipilo maculatus_Spotted Towhee,-105.2733,05:07
stejay,2012-09-15,17,XC110262.mp3,Steller's Jay,Not specified,['Corvus brachyrhynchos_American Crow'],37.3144,44100 (Hz),call,100 m,128000 (bps),American Crow (Corvus brachyrhynchos),United States,Cyanocitta stelleri_Steller's Jay,-122.0632,07:14
stejay,2006-07-17,67,XC11575.mp3,Steller's Jay,4-6,[],29.2887,44100 (Hz),call,? m,96000 (bps),,Mexico,Cyanocitta stelleri_Steller's Jay,-108.1817,?:?
stejay,2014-03-16,50,XC170836.mp3,Steller's Jay,1-3,['Chamaea fasciata_Wrentit'],35.253,48000 (Hz),"call, mimic",50 m,320000 (bps),Wrentit (Chamaea fasciata),United States,Cyanocitta stelleri_Steller's Jay,-120.876,15:19
stejay,2015-04-08,14,XC302312.mp3,Steller's Jay,Not specified,[],32.7765,48000 (Hz),call,1300 m,128000 (bps),,United States,Cyanocitta stelleri_Steller's Jay,-116.4505,12:09
stejay,2016-08-28,69,XC332713.mp3,Steller's Jay,Not specified,[],40.4137,44100 (Hz),"call, juvenile",2600 m,192000 (bps),,United States,Cyanocitta stelleri_Steller's Jay,-105.658,15:30
stejay,2013-08-13,130,XC337559.mp3,Steller's Jay,7-20,[],27.2221,44100 (Hz),call,2200 m,128000 (bps),,Mexico,Cyanocitta stelleri_Steller's Jay,-107.9908,07:01
stejay,2017-02-08,29,XC356720.mp3,Steller's Jay,Not specified,[],32.8626,48000 (Hz),call,1700 m,128000 (bps),,United States,Cyanocitta stelleri_Steller's Jay,-116.4618,09:11
stejay,2018-03-11,24,XC406987.mp3,Steller's Jay,Not specified,[],38.0188,44100 (Hz),song,2100 m,128000 (bps),,United States,Cyanocitta stelleri_Steller's Jay,-119.1633,08:30
stejay,2018-04-08,82,XC412625.mp3,Steller's Jay,Not specified,"['Junco hyemalis_Dark-eyed Junco', 'Chamaea fasciata_Wrentit', 'Zenaida macroura_Mourning Dove']",35.4242,48000 (Hz),call,340 m,320000 (bps),Dark-eyed Junco (Junco hyemalis); Wrentit (Chamaea fasciata); Mourning Dove (Zenaida macroura),United States,Cyanocitta stelleri_Steller's Jay,-120.7375,18:10
swahaw,2013-05-05,38,XC139794.mp3,Swainson's Hawk,Not specified,[],41.1267,48000 (Hz),flight call,1800 m,128000 (bps),,United States,Buteo swainsoni_Swainson's Hawk,-104.697,10:00
swahaw,2015-08-29,12,XC276868.mp3,Swainson's Hawk,1-3,[],40.015,44100 (Hz),call,1600 m,90721 (bps),,United States,Buteo swainsoni_Swainson's Hawk,-105.2705,07:09
swahaw,2015-05-17,33,XC321710.mp3,Swainson's Hawk,7-20,"['Melanerpes uropygialis_Gila Woodpecker', 'Icteria virens_Yellow-breasted Chat', 'Haemorhous mexicanus_House Finch']",31.34,44100 (Hz),call,1100 m,128000 (bps),Gila Woodpecker (Melanerpes uropygialis); Yellow-breasted Chat (Icteria virens); House Finch (Haemorhous mexicanus),United States,Buteo swainsoni_Swainson's Hawk,-109.273,13:31
swahaw,2016-07-05,74,XC325718.mp3,Swainson's Hawk,Not specified,"['Turdus migratorius_American Robin', 'Pipilo maculatus_Spotted Towhee', 'Agelaius phoeniceus_Red-winged Blackbird', ""Thryomanes bewickii_Bewick's Wren"", 'Melospiza melodia_Song Sparrow']",39.0649,48000 (Hz),"alarm call, call, female, male",1300 m,96000 (bps),American Robin (Turdus migratorius); Spotted Towhee (Pipilo maculatus); Red-winged Blackbird (Agelaius phoeniceus); Bewick's Wren (Thryomanes bewickii); Song Sparrow (Melospiza melodia); American Yellow Warbler (Setophaga aestiva),United States,Buteo swainsoni_Swainson's Hawk,-119.1358,08:00
swahaw,2016-12-18,14,XC346459.mp3,Swainson's Hawk,Not specified,[],31.84,44100 (Hz),call,1300 m,256000 (bps),,United States,Buteo swainsoni_Swainson's Hawk,-109.025,08:00
swahaw,2016-06-11,131,XC355088.mp3,Swainson's Hawk,Not specified,"['Tyrannus tyrannus_Eastern Kingbird', 'Tyrannus verticalis_Western Kingbird', 'Pooecetes gramineus_Vesper Sparrow', 'Zenaida macroura_Mourning Dove']",48.7729,44100 (Hz),call,1200 m,320063 (bps),Eastern Kingbird (Tyrannus tyrannus); Western Kingbird (Tyrannus verticalis); Vesper Sparrow (Pooecetes gramineus); Mourning Dove (Zenaida macroura),United States,Buteo swainsoni_Swainson's Hawk,-112.2568,08:44
swahaw,2017-05-06,13,XC368071.mp3,Swainson's Hawk,1-3,"['Spinus tristis_American Goldfinch', 'Melospiza melodia_Song Sparrow']",38.4725,44100 (Hz),call,10 m,90516 (bps),American Goldfinch (Spinus tristis); Song Sparrow (Melospiza melodia),United States,Buteo swainsoni_Swainson's Hawk,-121.5624,08:00
swahaw,2019-04-21,7,XC468972.mp3,Swainson's Hawk,Not specified,[],46.6364,48000 (Hz),flight call,400 m,321046 (bps),,United States,Buteo swainsoni_Swainson's Hawk,-118.1721,18:00
swahaw,2019-04-21,7,XC468973.mp3,Swainson's Hawk,Not specified,[],46.6364,48000 (Hz),flight call,400 m,320997 (bps),,United States,Buteo swainsoni_Swainson's Hawk,-118.1721,18:00
swaspa,2013-06-04,4,XC137655.mp3,Swamp Sparrow,Not specified,[],54.4657,48000 (Hz),song,550 m,128000 (bps),,Canada,Melospiza georgiana_Swamp Sparrow,-110.1198,04:17
